SystemPath,SystemName,SystemType,Equipment Type,Equipment ID,Manufacturer,Serial Number,National Board Number,Model Number,Year Built,Name Plate,U-1 Form,PSM Covered,Code Stamp,PID Drawing,PFD,PID Number,PFD Number,Shutdown Level,Criticality,Equipment Description,Code,CML Locations.CML,CML Locations.CML Location,CML Locations.Component Type,CML Locations.Component,CML Locations.Outside Diameter,CML Locations.Nominal Thickness,CML Locations.Corrosion Allowance,CML Locations.T-min,CML Locations.Material Spec,CML Locations.Material Grade,CML Locations.CML Pressure,CML Locations.CML Temperature,CML Locations.CML Joint Efficiency,CML Locations.CML Access,CML Locations.Insulation,CML Locations.CML Installed On,CML Locations.CML Status,CML Locations.NDE Type
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),4.04,West,Piping,Straight Pipe,3.5,0.3,0,,A106,B,1440,120,1.0,Man Lift,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),5.01,Inside Radius,Piping,Elbow,3.5,0.3,0,,A234,WPB,1440,120,1.0,Man Lift,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),5.02,Outside Radius,Piping,Elbow,3.5,0.3,0,,A234,WPB,1440,120,1.0,Man Lift,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),5.03,Bottom,Piping,Elbow,3.5,0.3,0,,A234,WPB,1440,120,1.0,Man Lift,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),6.01,North,Piping,Straight Pipe,4,0.318,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),6.02,East,Piping,Straight Pipe,4,0.318,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),6.03,South,Piping,Straight Pipe,4,0.318,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),6.04,West,Piping,Straight Pipe,4,0.318,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),7.01,North,Piping,Straight Pipe,1.315,0.179,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),7.02,East,Piping,Straight Pipe,1.315,0.179,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),7.03,South,Piping,Straight Pipe,1.315,0.179,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),7.04,West,Piping,Straight Pipe,1.315,0.179,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),8.01,North,Piping,Straight Pipe,3.5,0.3,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),8.02,East,Piping,Straight Pipe,3.5,0.3,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),8.03,South,Piping,Straight Pipe,3.5,0.3,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),8.04,West,Piping,Straight Pipe,3.5,0.3,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),9.01,North,Piping,Tee,1.315,NA,0,,A234,WPB,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),9.02,East,Piping,Tee,1.315,NA,0,,A234,WPB,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),9.04,West,Piping,Tee,1.315,NA,0,,A234,WPB,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),10.01,North,Piping,Straight Pipe,0.84,0.187,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),10.02,East,Piping,Straight Pipe,0.84,0.187,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),10.03,South,Piping,Straight Pipe,0.84,0.187,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-003,INLET-003,Process Piping,,INLET-003,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1000,,,,SC-1000 LEVEL GAUGES,2014 B31.3 (Carbon Steel),10.04,West,Piping,Straight Pipe,0.84,0.187,0,,A106,B,1440,120,1.0,Ladder,Removable,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),1.01,Inside Radius,Piping,Elbow,16,0.844,0,,A234,WPB,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),1.02,Outside Radius,Piping,Elbow,16,0.844,0,,A234,WPB,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),1.03,North,Piping,Elbow,16,0.844,0,,A234,WPB,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),2.01,Top,Piping,Straight Pipe,16,0.844,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),2.02,North,Piping,Straight Pipe,16,0.844,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),2.03,Bottom,Piping,Straight Pipe,16,0.844,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),2.04,South,Piping,Straight Pipe,16,0.844,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),3.01,North,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),3.02,East,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),3.03,South,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),3.04,West,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),4.01,Top,Piping,Tee,16,,0,,A234,WPB,1200,200,1.0,Scaffolding,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),4.03,Bottom,Piping,Tee,16,,0,,A234,WPB,1200,200,1.0,Scaffolding,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),4.04,South,Piping,Tee,16,,0,,A234,WPB,1200,200,1.0,Scaffolding,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),5.01,Top,Piping,Reducer,12.75,0.688,0,,A234,WPB,1200,200,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),5.02,North,Piping,Reducer,12.75,0.688,0,,A234,WPB,1200,200,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),5.03,Bottom,Piping,Reducer,12.75,0.688,0,,A234,WPB,1200,200,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),5.04,South,Piping,Reducer,12.75,0.688,0,,A234,WPB,1200,200,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),6.01,North,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),6.02,East,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),6.03,South,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),6.04,West,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),7.01,Top,Piping,Reducer,12.75,0.688,0,,A234,WPB,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),7.02,North,Piping,Reducer,12.75,0.688,0,,A234,WPB,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),7.03,Bottom,Piping,Reducer,12.75,0.688,0,,A234,WPB,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),7.04,South,Piping,Reducer,12.75,0.688,0,,A234,WPB,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),9.01,Inside Radius,Piping,Elbow,12.75,0.5,0,,A234,WPB,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),9.02,Outside Radius,Piping,Elbow,12.75,0.5,0,,A234,WPB,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),9.03,Bottom,Piping,Elbow,12.75,0.5,0,,A234,WPB,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),10.01,North,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),10.02,East,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),10.03,South,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > INLET-009,INLET-009,Process Piping,,INLET-009,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1002, 1003, 1005",,,,F-1101 TO E-1102A & E-1102B,2014 B31.3 (Carbon Steel),10.04,West,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1200,200,1.0,Ladder,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-002,REFG-002,Process Piping,,REFG-002,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1018,,,,E-203 TRUCK CONNECTION,2014 B31.3 (Carbon Steel),1.01,Inside Radius,Piping,Elbow,2.375,0.218,0,,A234,WPB,170,140,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-002,REFG-002,Process Piping,,REFG-002,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1018,,,,E-203 TRUCK CONNECTION,2014 B31.3 (Carbon Steel),1.02,Outside Radius,Piping,Elbow,2.375,0.218,0,,A234,WPB,170,140,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-002,REFG-002,Process Piping,,REFG-002,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1018,,,,E-203 TRUCK CONNECTION,2014 B31.3 (Carbon Steel),1.03,West,Piping,Elbow,2.375,0.218,0,,A234,WPB,170,140,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-002,REFG-002,Process Piping,,REFG-002,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1018,,,,E-203 TRUCK CONNECTION,2014 B31.3 (Carbon Steel),2.01,North,Piping,Straight Pipe,2.375,0.218,0,,A106,B,170,140,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-002,REFG-002,Process Piping,,REFG-002,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1018,,,,E-203 TRUCK CONNECTION,2014 B31.3 (Carbon Steel),2.02,East,Piping,Straight Pipe,2.375,0.218,0,,A106,B,150,300,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-002,REFG-002,Process Piping,,REFG-002,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1018,,,,E-203 TRUCK CONNECTION,2014 B31.3 (Carbon Steel),2.03,South,Piping,Straight Pipe,2.375,0.218,0,,A106,B,150,300,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-002,REFG-002,Process Piping,,REFG-002,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1018,,,,E-203 TRUCK CONNECTION,2014 B31.3 (Carbon Steel),2.04,West,Piping,Straight Pipe,2.375,0.218,0,,A106,B,150,300,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-006,REFG-006,Process Piping,,REFG-006,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1032,,,,PCV-463 TO V-463,2014 B31.3 (Carbon Steel),1.01,Top,Piping,Elbow,3.5,0.216,0,,A234,WPB,325,250,1.0,Ladder,Yes,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-006,REFG-006,Process Piping,,REFG-006,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1032,,,,PCV-463 TO V-463,2014 B31.3 (Carbon Steel),1.02,Outside Radius,Piping,Elbow,3.5,0.216,0,,A234,WPB,325,250,1.0,Ladder,Yes,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-006,REFG-006,Process Piping,,REFG-006,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1032,,,,PCV-463 TO V-463,2014 B31.3 (Carbon Steel),1.03,Bottom,Piping,Elbow,3.5,0.216,0,,A234,WPB,325,250,1.0,Ladder,Yes,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-006,REFG-006,Process Piping,,REFG-006,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1032,,,,PCV-463 TO V-463,2014 B31.3 (Carbon Steel),2.01,Top,Piping,Straight Pipe,3.5,0.216,0,,A106,B,325,250,1.0,Ladder,Yes,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-006,REFG-006,Process Piping,,REFG-006,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1032,,,,PCV-463 TO V-463,2014 B31.3 (Carbon Steel),2.02,North,Piping,Straight Pipe,3.5,0.216,0,,A106,B,325,250,1.0,Ladder,Yes,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-006,REFG-006,Process Piping,,REFG-006,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1032,,,,PCV-463 TO V-463,2014 B31.3 (Carbon Steel),2.03,Bottom,Piping,Straight Pipe,3.5,0.216,0,,A106,B,325,250,1.0,Ladder,Yes,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > REFG-006,REFG-006,Process Piping,,REFG-006,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1032,,,,PCV-463 TO V-463,2014 B31.3 (Carbon Steel),2.04,South,Piping,Straight Pipe,3.5,0.216,0,,A106,B,325,250,1.0,Ladder,Yes,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),1.01,Inside Radius,Piping,Elbow,12.75,0.688,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),1.02,Outside Radius,Piping,Elbow,12.75,0.688,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
